satisfaction_level    last_evaluation    number_project    average_montly_hours    time_spend_company    Work_accident    promotion_last_5years    sales    salary    left_prediction    left_result
0.52    0.57    4.0    239.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.36    0.4    3.0    160.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.75    0.85    3.0    250.0    6.0    0.0    0.0    -0.19    0.2    0    0
0.72    0.47    5.0    168.0    6.0    0.0    0.0    -0.07    1.0    0    0
0.51    0.89    3.0    230.0    4.0    0.0    0.0    0.02    -0.34    1    0
0.69    0.51    3.0    176.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.11    0.8    6.0    304.0    4.0    0.0    0.0    -0.3    -0.34    1    1
0.1    0.87    6.0    284.0    4.0    0.0    0.0    -0.07    0.2    1    1
0.75    0.78    2.0    264.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.77    0.78    4.0    212.0    3.0    0.0    0.0    0.2    -0.34    0    0
0.76    0.52    3.0    248.0    3.0    0.0    0.0    0.9    0.2    0    0
0.42    0.46    2.0    150.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.51    0.46    3.0    176.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.57    0.85    4.0    250.0    3.0    1.0    1.0    0.02    -0.34    0    0
0.43    0.5    2.0    127.0    3.0    1.0    0.0    -0.07    0.2    0    1
0.59    0.49    7.0    263.0    4.0    0.0    0.0    -0.19    0.2    0    1
0.9    0.81    4.0    144.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.7    0.85    4.0    232.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.4    0.46    2.0    143.0    3.0    0.0    0.0    -0.19    1.0    0    1
0.89    0.67    3.0    269.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.86    0.98    4.0    270.0    5.0    0.0    0.0    -0.19    -0.34    0    1
0.83    0.91    3.0    168.0    3.0    0.0    1.0    -0.19    0.2    0    0
0.69    0.7    3.0    212.0    2.0    0.0    0.0    0.2    0.2    0    0
0.86    0.64    3.0    245.0    4.0    0.0    0.0    -0.12    1.0    0    0
0.7    0.52    3.0    227.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.95    0.88    3.0    199.0    3.0    0.0    0.0    0.17    0.2    0    0
0.39    0.56    2.0    126.0    3.0    0.0    0.0    -0.56    -0.34    1    1
0.39    0.5    2.0    151.0    3.0    0.0    0.0    0.9    0.2    0    1
0.79    0.97    4.0    204.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.54    0.53    4.0    245.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.64    0.72    4.0    253.0    4.0    0.0    0.0    0.9    1.0    0    0
0.76    0.74    3.0    183.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.66    0.6    3.0    210.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.54    0.96    4.0    248.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.95    0.77    5.0    199.0    10.0    1.0    0.0    -0.07    0.2    0    0
0.86    0.96    4.0    167.0    3.0    0.0    0.0    -0.12    1.0    0    0
0.99    0.72    4.0    136.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.72    0.7    3.0    163.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.51    0.56    4.0    157.0    3.0    0.0    0.0    0.17    0.2    0    0
0.85    0.57    5.0    190.0    2.0    1.0    0.0    -0.19    0.2    0    0
0.42    0.52    2.0    151.0    3.0    0.0    0.0    -0.07    0.2    0    1
0.54    0.64    3.0    190.0    7.0    0.0    0.0    -0.07    0.2    0    0
0.9    0.98    5.0    271.0    5.0    0.0    0.0    -0.19    -0.34    0    1
0.9    0.49    3.0    256.0    2.0    0.0    0.0    0.02    0.2    0    0
0.71    0.68    5.0    226.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.74    0.93    5.0    140.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.41    0.52    2.0    136.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.91    0.63    5.0    240.0    7.0    0.0    0.0    -0.07    0.2    0    0
0.45    0.54    2.0    138.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.74    0.63    3.0    180.0    3.0    0.0    0.0    1.0    1.0    0    0
0.76    0.91    4.0    219.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.41    0.55    2.0    161.0    3.0    0.0    0.0    0.17    -0.34    1    1
0.94    0.72    3.0    152.0    2.0    1.0    0.0    -0.07    0.2    0    0
0.47    0.7    4.0    134.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.42    0.47    2.0    139.0    3.0    1.0    0.0    0.17    0.2    0    1
0.6    0.91    4.0    214.0    2.0    0.0    0.0    0.17    0.2    0    0
0.7    0.92    3.0    162.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.87    0.59    4.0    202.0    3.0    0.0    0.0    0.17    0.2    0    0
0.59    0.6    3.0    214.0    2.0    1.0    0.0    0.2    -0.34    0    0
0.7    0.48    5.0    273.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.1    0.93    6.0    307.0    4.0    0.0    0.0    -0.07    -0.34    1    1
0.52    0.69    3.0    144.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.44    0.53    2.0    159.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.37    0.46    2.0    140.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.41    0.56    2.0    121.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.76    0.6    5.0    279.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.76    0.4    2.0    122.0    5.0    0.0    0.0    -0.07    -0.34    0    0
0.62    0.69    4.0    184.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.93    0.94    3.0    183.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.09    0.82    7.0    267.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.92    0.93    5.0    240.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.74    0.95    4.0    237.0    3.0    1.0    0.0    0.02    0.2    0    0
0.71    0.72    4.0    177.0    3.0    0.0    0.0    -0.3    -0.34    0    0
0.59    0.9    2.0    219.0    2.0    1.0    0.0    -0.19    0.2    0    0
0.4    0.52    2.0    155.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.11    0.85    7.0    244.0    4.0    0.0    0.0    -0.12    -0.34    1    1
0.89    0.59    3.0    265.0    8.0    0.0    0.0    0.9    -0.34    0    0
0.99    0.89    4.0    254.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.11    0.97    6.0    277.0    4.0    0.0    0.0    0.2    0.2    1    1
0.39    0.5    2.0    147.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.41    0.48    2.0    136.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.66    0.93    5.0    185.0    3.0    0.0    0.0    0.17    0.2    0    0
0.1    0.81    6.0    245.0    4.0    0.0    0.0    -0.12    -0.34    1    1
0.77    0.75    4.0    225.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.48    0.9    4.0    208.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.94    0.57    3.0    166.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.85    0.81    3.0    205.0    3.0    0.0    0.0    0.02    1.0    0    0
0.94    0.86    3.0    223.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.81    0.54    4.0    155.0    4.0    0.0    0.0    -0.3    1.0    0    0
0.77    0.83    3.0    175.0    3.0    0.0    1.0    -0.07    0.2    0    0
0.76    0.99    2.0    183.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.44    0.49    2.0    154.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.48    0.72    3.0    143.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.11    0.79    7.0    310.0    4.0    0.0    0.0    -0.56    -0.34    1    1
0.64    0.67    3.0    165.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.24    0.94    6.0    144.0    4.0    0.0    0.0    0.2    -0.34    0    0
0.95    0.61    3.0    164.0    3.0    0.0    0.0    0.9    0.2    0    0
0.19    0.63    4.0    278.0    6.0    0.0    0.0    -0.19    -0.34    1    0
0.49    0.7    4.0    168.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.75    0.55    2.0    184.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.41    0.47    6.0    171.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.49    0.74    3.0    229.0    3.0    1.0    0.0    0.17    -0.34    0    0
0.92    0.98    3.0    149.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.5    0.83    5.0    258.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.93    0.66    4.0    242.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.1    0.93    7.0    305.0    4.0    0.0    0.0    -0.19    0.2    1    1
0.95    0.6    2.0    144.0    3.0    0.0    0.0    0.17    1.0    0    0
0.51    0.53    3.0    223.0    2.0    1.0    0.0    -0.3    -0.34    0    0
0.14    0.79    5.0    163.0    6.0    0.0    0.0    0.9    -0.34    1    0
0.46    0.5    2.0    156.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.55    0.86    4.0    169.0    6.0    0.0    0.0    0.17    0.2    0    0
0.75    0.82    3.0    227.0    2.0    0.0    0.0    -0.12    0.2    0    0
0.52    0.57    4.0    183.0    3.0    0.0    0.0    0.9    -0.34    0    0
0.32    0.8    3.0    263.0    3.0    0.0    0.0    0.02    0.2    1    0
0.96    0.68    4.0    162.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.36    0.55    2.0    131.0    3.0    0.0    0.0    -0.19    -0.34    1    1
0.97    0.94    4.0    253.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.66    0.91    4.0    234.0    2.0    1.0    0.0    0.17    0.2    0    0
0.93    0.65    5.0    201.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.99    0.86    3.0    167.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.13    0.77    4.0    201.0    5.0    0.0    0.0    0.02    0.2    1    0
0.4    0.5    2.0    127.0    3.0    0.0    0.0    0.17    -0.34    0    1
0.51    0.67    4.0    228.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.96    0.61    3.0    140.0    3.0    0.0    0.0    0.02    -0.34    0    0
0.78    1.0    4.0    253.0    5.0    0.0    0.0    0.02    -0.34    0    1
0.82    0.85    3.0    214.0    2.0    0.0    0.0    -0.12    1.0    0    0
0.81    0.92    5.0    239.0    5.0    0.0    0.0    0.9    0.2    0    1
0.43    0.5    2.0    135.0    3.0    0.0    0.0    0.2    0.2    0    1
0.61    0.37    4.0    165.0    6.0    0.0    0.0    0.02    0.2    0    0
0.98    0.66    3.0    154.0    2.0    0.0    0.0    -0.56    0.2    0    0
0.68    0.54    3.0    251.0    2.0    0.0    0.0    0.9    0.2    0    0
0.43    0.47    2.0    147.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.63    0.9    3.0    142.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.57    1.0    4.0    227.0    10.0    0.0    0.0    -0.19    -0.34    1    0
0.73    0.64    3.0    202.0    4.0    0.0    0.0    -0.19    1.0    0    0
0.8    0.94    4.0    136.0    2.0    0.0    0.0    -0.56    0.2    0    0
0.64    0.75    4.0    172.0    4.0    0.0    0.0    0.02    0.2    0    0
0.58    0.75    4.0    253.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.53    0.77    4.0    259.0    2.0    1.0    1.0    -0.07    0.2    0    0
0.73    1.0    4.0    252.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.49    0.52    3.0    168.0    3.0    0.0    0.0    0.17    0.2    0    0
0.76    0.92    4.0    246.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.85    0.39    4.0    239.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.41    0.46    2.0    128.0    3.0    0.0    0.0    -0.3    -0.34    1    1
0.91    0.84    3.0    237.0    2.0    0.0    0.0    0.2    0.2    0    0
0.72    0.58    5.0    147.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.55    0.77    3.0    256.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.9    0.78    3.0    162.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.37    0.47    2.0    141.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.38    0.48    2.0    134.0    3.0    0.0    0.0    -0.56    -0.34    1    1
0.8    0.65    4.0    172.0    3.0    1.0    0.0    -0.3    -0.34    0    0
0.5    0.55    3.0    188.0    2.0    0.0    0.0    0.2    0.2    0    0
0.79    0.75    4.0    259.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.23    0.97    4.0    200.0    3.0    0.0    0.0    -0.07    -0.34    1    0
0.35    0.57    3.0    109.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.66    0.81    3.0    174.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.4    0.51    2.0    145.0    3.0    0.0    0.0    -0.56    -0.34    1    1
0.44    0.48    2.0    146.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.63    0.79    3.0    197.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.49    0.77    3.0    147.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.44    0.51    2.0    152.0    3.0    0.0    0.0    0.2    0.2    0    1
0.86    1.0    5.0    229.0    5.0    0.0    0.0    0.2    -0.34    0    1
1.0    0.67    3.0    199.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.37    0.52    2.0    155.0    3.0    0.0    0.0    -0.19    0.2    0    1
0.1    0.92    5.0    272.0    4.0    0.0    0.0    -0.07    0.2    1    1
0.82    0.8    3.0    162.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.84    0.99    4.0    267.0    5.0    0.0    0.0    0.2    -0.34    0    1
0.87    0.94    4.0    274.0    5.0    0.0    0.0    0.17    -0.34    0    1
0.27    0.56    3.0    301.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.67    0.85    3.0    153.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.84    0.75    3.0    184.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.23    0.48    3.0    139.0    4.0    0.0    0.0    0.17    0.2    1    0
0.96    0.83    3.0    234.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.93    0.59    3.0    273.0    2.0    1.0    0.0    -0.07    0.2    0    0
0.81    0.87    4.0    161.0    2.0    0.0    0.0    0.9    0.2    0    0
0.74    0.64    3.0    136.0    2.0    0.0    0.0    0.17    0.2    0    0
0.69    0.64    3.0    286.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.53    0.63    5.0    159.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.7    0.87    5.0    177.0    2.0    0.0    0.0    -0.3    0.2    0    0
0.49    0.74    4.0    104.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.54    0.59    3.0    200.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.37    0.45    2.0    126.0    3.0    0.0    0.0    -0.12    0.2    0    1
0.88    0.61    3.0    236.0    3.0    0.0    0.0    -0.56    0.2    0    0
0.8    0.41    6.0    185.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.44    0.67    3.0    113.0    2.0    0.0    0.0    -0.12    -0.34    0    0
0.92    0.93    5.0    240.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.7    0.74    3.0    253.0    4.0    1.0    0.0    -0.12    -0.34    0    0
0.4    0.62    4.0    127.0    5.0    0.0    0.0    -0.3    -0.34    1    0
0.21    0.81    5.0    169.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.6    0.83    4.0    216.0    2.0    1.0    0.0    -0.56    -0.34    0    0
0.6    0.64    2.0    137.0    5.0    0.0    0.0    -0.07    0.2    0    0
0.81    0.87    4.0    254.0    5.0    0.0    0.0    0.02    -0.34    0    1
0.75    0.68    3.0    150.0    2.0    1.0    0.0    -0.12    0.2    0    0
0.86    0.92    3.0    260.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.77    0.74    4.0    202.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.16    0.42    3.0    182.0    3.0    1.0    0.0    0.2    -0.34    0    0
0.88    1.0    5.0    219.0    5.0    0.0    0.0    -0.19    -0.34    0    1
0.66    1.0    4.0    192.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.91    0.93    4.0    184.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.87    0.74    3.0    209.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.8    0.52    3.0    147.0    3.0    1.0    0.0    -0.19    0.2    0    0
0.64    0.67    4.0    252.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.9    0.96    4.0    258.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.98    0.59    4.0    149.0    2.0    0.0    0.0    -0.56    0.2    0    0
0.76    0.74    3.0    224.0    2.0    0.0    0.0    -0.3    -0.34    0    0
0.78    0.82    5.0    247.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.37    0.51    2.0    154.0    3.0    1.0    0.0    -0.07    -0.34    0    1
0.66    0.89    4.0    169.0    4.0    0.0    0.0    -0.12    -0.34    0    0
0.37    0.51    2.0    154.0    3.0    1.0    0.0    -0.07    -0.34    0    1
0.29    0.8    5.0    103.0    6.0    0.0    0.0    -0.07    0.2    0    0
0.7    0.64    5.0    260.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.79    0.67    5.0    222.0    4.0    0.0    0.0    -0.19    -0.34    0    0
0.63    0.55    4.0    200.0    3.0    1.0    0.0    0.9    -0.34    0    0
0.92    0.51    5.0    214.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.38    0.53    2.0    156.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.5    0.68    4.0    161.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.66    0.95    5.0    206.0    2.0    0.0    0.0    -0.07    0.2    0    0
0.49    0.59    3.0    185.0    3.0    0.0    0.0    -0.07    -0.34    0    0
0.79    0.89    5.0    239.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.8    0.9    5.0    267.0    5.0    0.0    0.0    -0.19    0.2    0    1
0.57    0.92    6.0    267.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.29    0.81    3.0    189.0    6.0    0.0    0.0    -0.19    -0.34    1    0
0.82    0.89    4.0    239.0    2.0    0.0    0.0    0.2    0.2    0    0
0.77    1.0    5.0    229.0    5.0    0.0    0.0    1.0    -0.34    0    1
0.88    0.51    3.0    211.0    7.0    0.0    0.0    -0.07    0.2    0    0
0.62    0.4    3.0    158.0    8.0    1.0    0.0    0.02    -0.34    0    0
0.89    0.65    4.0    184.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.48    0.51    4.0    152.0    4.0    0.0    0.0    -0.3    1.0    0    0
0.61    0.93    3.0    250.0    4.0    0.0    0.0    1.0    0.2    0    0
0.74    0.8    3.0    219.0    2.0    0.0    0.0    0.02    0.2    0    0
0.58    0.62    3.0    182.0    3.0    0.0    0.0    -0.19    0.2    0    0
0.51    0.99    3.0    233.0    4.0    0.0    0.0    0.17    -0.34    1    0
0.37    0.49    2.0    148.0    3.0    0.0    0.0    -0.07    -0.34    1    1
0.25    0.53    4.0    160.0    4.0    0.0    0.0    -0.19    0.2    0    0
0.99    0.79    3.0    271.0    4.0    0.0    0.0    0.02    1.0    0    0
0.79    0.61    5.0    96.0    4.0    0.0    0.0    0.02    0.2    0    0
0.29    0.86    3.0    251.0    4.0    0.0    0.0    -0.07    0.2    1    0
0.2    0.95    5.0    169.0    5.0    0.0    0.0    -0.07    0.2    1    0
0.75    0.92    3.0    211.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.97    0.67    4.0    223.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.42    0.47    2.0    159.0    3.0    0.0    0.0    0.02    -0.34    1    1
0.9    0.84    5.0    221.0    5.0    0.0    0.0    0.02    -0.34    0    1
0.85    0.79    3.0    157.0    4.0    0.0    0.0    -0.12    0.2    0    0
0.73    0.55    3.0    206.0    4.0    0.0    0.0    -0.3    -0.34    0    0
0.64    0.72    4.0    152.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.83    0.68    4.0    198.0    3.0    0.0    0.0    0.02    0.2    0    0
0.8    0.75    3.0    268.0    2.0    0.0    0.0    -0.07    0.2    0    1
0.55    0.66    3.0    134.0    3.0    0.0    0.0    -0.12    -0.34    0    0
0.1    0.81    6.0    309.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.93    0.63    4.0    233.0    2.0    0.0    0.0    -0.07    -0.34    0    0
0.39    0.54    2.0    132.0    3.0    0.0    0.0    -0.12    -0.34    1    1
0.73    0.56    5.0    239.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.39    0.36    3.0    168.0    3.0    1.0    0.0    -0.07    -0.34    0    0
0.75    0.74    6.0    134.0    3.0    0.0    0.0    -0.12    0.2    0    1
0.68    0.8    2.0    257.0    2.0    1.0    0.0    -0.07    -0.34    0    0
0.98    0.67    4.0    209.0    6.0    0.0    0.0    0.02    -0.34    0    0
0.54    0.45    4.0    137.0    3.0    1.0    0.0    1.0    0.2    0    0
0.92    0.61    4.0    143.0    8.0    0.0    0.0    -0.07    -0.34    0    0
0.97    0.63    3.0    270.0    4.0    1.0    0.0    -0.19    1.0    0    0
0.74    1.0    5.0    275.0    5.0    0.0    0.0    -0.07    -0.34    0    1
0.26    0.69    2.0    168.0    5.0    0.0    0.0    -0.3    0.2    1    0
0.1    0.86    6.0    309.0    4.0    0.0    0.0    -0.07    0.2    1    1
0.78    0.43    4.0    275.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.31    0.63    4.0    104.0    7.0    1.0    0.0    -0.07    0.2    0    0
0.88    0.88    4.0    222.0    3.0    1.0    1.0    -0.07    0.2    0    0
1.0    0.98    3.0    177.0    2.0    0.0    0.0    1.0    -0.34    0    0
0.87    0.82    5.0    138.0    3.0    1.0    0.0    1.0    -0.34    0    0
0.54    0.96    3.0    201.0    3.0    0.0    0.0    1.0    0.2    0    0
0.87    0.42    5.0    252.0    5.0    0.0    0.0    -0.07    -0.34    0    0
0.89    0.91    3.0    264.0    3.0    1.0    0.0    -0.19    -0.34    0    0
0.2    0.51    2.0    163.0    2.0    0.0    0.0    0.2    -0.34    1    0
0.45    0.46    2.0    159.0    3.0    0.0    0.0    -0.56    1.0    0    1
0.79    0.9    5.0    212.0    5.0    0.0    0.0    -0.19    -0.34    0    0
0.92    0.88    4.0    151.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.1    0.78    6.0    310.0    4.0    0.0    0.0    -0.07    0.2    1    1
0.51    0.54    3.0    154.0    3.0    1.0    0.0    0.17    0.2    0    0
0.25    0.9    6.0    229.0    8.0    0.0    0.0    -0.07    0.2    1    0
0.41    0.51    2.0    144.0    3.0    0.0    0.0    0.9    -0.34    0    1
0.99    0.61    3.0    254.0    3.0    0.0    0.0    0.02    0.2    0    0
0.49    0.68    3.0    181.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.38    0.45    2.0    129.0    3.0    0.0    0.0    -0.12    0.2    0    1
0.83    0.74    4.0    233.0    3.0    0.0    0.0    -0.3    0.2    0    0
0.11    0.92    7.0    265.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.76    0.52    2.0    148.0    3.0    0.0    0.0    -0.07    1.0    0    0
0.84    0.92    4.0    274.0    3.0    0.0    0.0    1.0    0.2    0    0
0.67    0.65    3.0    265.0    3.0    0.0    0.0    0.2    0.2    0    0
0.15    0.84    4.0    275.0    5.0    0.0    0.0    0.02    -0.34    1    0
0.85    0.6    4.0    255.0    4.0    0.0    0.0    -0.56    -0.34    0    0
0.85    0.99    5.0    176.0    4.0    0.0    0.0    0.2    -0.34    0    0
0.74    0.5    5.0    131.0    3.0    0.0    0.0    -0.3    -0.34    0    0
0.86    0.93    3.0    199.0    3.0    1.0    0.0    -0.07    0.2    0    0
0.8    0.75    3.0    268.0    2.0    0.0    0.0    -0.07    0.2    0    1
0.2    0.5    5.0    135.0    6.0    0.0    0.0    0.9    -0.34    1    1
0.16    0.46    6.0    240.0    2.0    0.0    0.0    0.2    -0.34    1    0
0.44    0.49    2.0    127.0    3.0    1.0    0.0    -0.07    -0.34    0    1
0.2    0.7    4.0    225.0    5.0    0.0    0.0    -0.12    -0.34    1    0
0.51    0.5    4.0    246.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.89    0.53    5.0    272.0    3.0    0.0    0.0    0.17    -0.34    0    0
0.74    0.53    5.0    141.0    2.0    0.0    0.0    -0.3    -0.34    0    0
0.74    0.94    3.0    286.0    6.0    0.0    1.0    -0.19    0.2    0    0
0.62    0.74    4.0    155.0    3.0    0.0    0.0    -0.56    0.2    0    0
0.98    0.49    3.0    199.0    10.0    0.0    0.0    -0.19    0.2    0    0
0.65    0.82    4.0    196.0    2.0    0.0    0.0    0.17    -0.34    0    0
0.21    0.44    4.0    163.0    6.0    0.0    0.0    -0.07    1.0    0    0
0.13    0.8    5.0    203.0    5.0    0.0    0.0    -0.07    0.2    1    0
0.63    0.95    4.0    137.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.52    0.85    4.0    193.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.17    0.91    4.0    260.0    5.0    0.0    0.0    0.2    -0.34    1    0
0.78    0.98    4.0    157.0    3.0    0.0    0.0    0.02    0.2    0    0
0.1    0.89    6.0    247.0    4.0    0.0    0.0    -0.19    -0.34    1    1
0.92    0.9    4.0    179.0    3.0    0.0    0.0    -0.56    -0.34    0    0
0.7    0.99    5.0    135.0    4.0    0.0    0.0    -0.07    0.2    0    0
0.4    0.55    2.0    150.0    3.0    0.0    0.0    0.17    0.2    0    1
0.81    0.58    3.0    243.0    4.0    0.0    0.0    0.02    1.0    0    0
0.73    0.86    4.0    138.0    2.0    0.0    0.0    0.9    -0.34    0    0
0.62    0.64    4.0    163.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.61    0.83    4.0    153.0    2.0    0.0    0.0    -0.19    -0.34    0    0
0.88    0.92    4.0    225.0    5.0    0.0    0.0    -0.3    -0.34    0    1
0.74    0.62    4.0    236.0    4.0    0.0    0.0    -0.07    -0.34    0    0
0.56    0.4    2.0    255.0    3.0    0.0    0.0    -0.07    0.2    0    0
0.7    0.55    3.0    253.0    2.0    1.0    0.0    -0.3    -0.34    0    0
0.94    0.97    2.0    221.0    2.0    0.0    0.0    -0.19    0.2    0    0
0.67    0.55    5.0    239.0    2.0    0.0    0.0    0.02    0.2    0    0
0.38    0.86    6.0    139.0    6.0    0.0    0.0    -0.19    0.2    0    1
0.78    0.8    4.0    175.0    3.0    0.0    0.0    0.2    0.2    0    0
0.45    0.54    2.0    140.0    3.0    0.0    0.0    -0.12    -0.34    0    1
0.93    0.99    3.0    169.0    3.0    0.0    0.0    -0.19    -0.34    0    0
0.75    0.59    3.0    242.0    3.0    0.0    0.0    0.02    0.2    0    0
0.68    0.79    4.0    273.0    4.0    0.0    0.0    0.2    -0.34    0    0
0.24    0.74    3.0    269.0    4.0    1.0    0.0    -0.12    0.2    0    0
0.11    0.89    6.0    301.0    4.0    0.0    0.0    -0.07    0.2    1    1
0.42    0.49    2.0    153.0    3.0    0.0    0.0    0.2    0.2    0    1
0.99    0.55    4.0    179.0    4.0    0.0    0.0    0.02    -0.34    0    0
0.99    0.9    4.0    181.0    3.0    0.0    0.0    -0.12    0.2    0    0
0.7    0.61    4.0    163.0    4.0    1.0    0.0    -0.07    -0.34    0    0
0.1    0.77    7.0    250.0    5.0    0.0    0.0    0.9    0.2    0    1
0.83    0.9    5.0    245.0    5.0    0.0    0.0    0.2    -0.34    0    1
0.38    0.69    3.0    99.0    3.0    1.0    0.0    -0.07    1.0    0    0
